timestamp(ms),myData.gz,myData.gy,varx,vary,
"1782220411.37","-0.79","-1.4",,,
"1782220411.378","-0.67","-1.47",,,
"1782220411.384",,"-1.47",,,
"1782220411.385","-0.67",,,,
"1782220411.389","-0.67","-1.53",,,
"1782220411.399","-0.67","-1.53",,,
"1782220411.402","-0.61","-1.53",,,
"1782220411.414","-0.61","-1.53",,,
"1782220411.417","-0.61","-1.4",,,
"1782220411.428","-0.61","-1.4",,,
"1782220411.441","-0.67","-1.34",,,
"1782220411.445","-0.67","-1.71",,,
"1782220411.462","-0.67","-1.65",,,
"1782220411.469",,"-1.65",,,
"1782220411.47","-0.67",,,,
"1782220411.474","-0.73","-1.34",,,
"1782220411.484","-0.73","-1.34",,,
"1782220411.487","-0.55","-1.47",,,
"1782220411.498","-0.55","-1.47",,,
"1782220411.511",,"-1.47",,,
"1782220411.512","-0.67",,,,
"1782220411.515","-0.73","-1.4",,,
"1782220411.526","-0.73","-1.4",,,
"1782220411.529","-0.61","-1.4",,,
"1782220411.54",,"-1.4",,,
"1782220411.541","-0.61",,,,
"1782220411.548","-0.49","-1.53",,,
"1782220411.555","-0.49","-1.53",,,
"1782220411.561","-0.55","-1.47",,,
"1782220411.569",,"-1.47",,,
"1782220411.57","-0.55",,,,
"1782220411.573","-0.61","-1.34",,,
"1782220411.585","-0.61","-1.34",,,
"1782220411.597","-0.79","-1.65",,,
"1782220411.6","-0.67","-1.59",,,
"1782220411.611","-0.67","-1.59",,,
"1782220411.614",,"-1.53",,,
"1782220411.615","-0.79",,,,
"1782220411.626","-0.79","-1.53",,,
"1782220411.629",,"-1.22",,,
"1782220411.63","-0.55",,,,
"1782220411.64","-0.55","-1.22",,,
"1782220411.643","-0.73","-1.59",,,
"1782220411.655","-0.73","-1.59",,,
"1782220411.667",,"-1.4",,,
"1782220411.668","-0.73",,,,
"1782220411.671","-0.61","-1.53",,,
"1782220411.682","-0.61","-1.53",,,
"1782220411.685",,"-1.53",,,
"1782220411.686","-0.73",,,,
"1782220411.696","-0.73","-1.53",,,
"1782220411.7","-0.49","-1.59",,,
"1782220411.71","-0.49","-1.59",,,
"1782220411.713",,"-1.47",,,
"1782220411.714","-0.67",,,,
"1782220411.725","-0.67","-1.47",,,
"1782220411.743","-0.49","-1.47",,,
"1782220411.752","-0.49","-1.47",,,
"1782220411.759","-0.61","-1.59",,,
"1782220411.771","-0.73","-1.65",,,
"1782220411.781","-0.73","-1.65",,,
"1782220411.784","-0.67","-1.59",,,
"1782220411.799",,"-1.59",,,
"1782220411.8","-0.67",,,,
"1782220411.808","-0.67","-1.47",,,
"1782220411.812","-0.61","-1.4",,,
"1782220411.823","-0.61","-1.4",,,
"1782220411.826","-0.79","-1.34",,,
"1782220411.837","-0.79","-1.34",,,
"1782220411.842",,"-1.34",,,
"1782220411.843","-0.79",,,,
"1782220411.851","-0.79","-1.34",,,
"1782220411.855","-0.61","-1.53",,,
"1782220411.868","-0.61","-1.53",,,
"1782220411.879","-0.67","-1.4",,,
"1782220411.883","-0.67","-1.47",,,
"1782220411.896",,"-1.47",,,
"1782220411.897","-0.79","-1.4",,,
"1782220411.915","-0.73","-1.53",,,
"1782220411.925","-0.61","-1.59",,,
"1782220411.97",,"-1.59",,,
"1782220411.971","-0.61","-1.47",,,
"1782220411.972","-0.73","-1.4",,,
"1782220411.992","-0.55","-1.47",,,
"1782220411.999","-0.73","-1.47",,,
"1782220412.006","-0.73","-1.47",,,
"1782220412.019","-0.55","-1.59",,,
"1782220412.025","-0.73","-1.34",,,
"1782220412.033","-0.73","-1.34",,,
"1782220412.037","-0.79","-1.47",,,
"1782220412.048","-0.79","-1.47",,,
"1782220412.051","-0.61","-1.59",,,
"1782220412.062","-0.61","-1.59",,,
"1782220412.065","-0.79","-1.4",,,
"1782220412.076","-0.79","-1.4",,,
"1782220412.09","-0.79","-1.53",,,
"1782220412.093","-0.67","-1.4",,,
"1782220412.108","-0.67","-1.47",,,
"1782220412.109","-0.67",,,,
"1782220412.122","-0.73","-1.53",,,
"1782220412.133","-0.73","-1.53",,,
"1782220412.141","-0.85","-1.4",,,
"1782220412.147","-0.85","-1.4",,,
"1782220412.165","-0.79","-1.53",,,
"1782220412.178",,"-1.53",,,
"1782220412.179","-0.67","-1.47",,,
"1782220412.189","-0.67","-1.47",,,
"1782220412.192","-0.79","-1.59",,,
"1782220412.203",,"-1.59",,,
"1782220412.204","-0.79",,,,
"1782220412.208","-0.55","-1.28",,,
"1782220412.217",,"-1.28",,,
"1782220412.218","-0.55",,,,
"1782220412.231","-0.73","-1.65",,,
"1782220412.234","-0.85","-1.53",,,
"1782220412.25","-0.85","-1.4",,,
"1782220412.251","-0.61",,,,
"1782220412.26","-0.61","-1.4",,,
"1782220412.264",,"-1.34",,,
"1782220412.265","-0.61",,,,
"1782220412.274","-0.61","-1.34",,,
"1782220412.278","-0.43","-1.4",,,
"1782220412.288","-0.43","-1.4",,,
"1782220412.301",,"-1.34",,,
"1782220412.302","-0.49",,,,
"1782220412.305","-0.67","-1.47",,,
"1782220412.323","-0.85","-1.47",,,
"1782220412.33","-0.85","-1.47",,,
"1782220412.333","-0.67","-1.28",,,
"1782220412.346","-0.67","-1.28",,,
"1782220412.351","-0.55","-1.4",,,
"1782220412.359","-0.55","-1.4",,,
"1782220412.372","-0.73","-1.34",,,
"1782220412.375","-0.73","-1.47",,,
"1782220412.386",,"-1.47",,,
"1782220412.387","-0.73",,,,
"1782220412.39","-0.49","-1.65",,,
"1782220412.408","-0.67","-1.59",,,
"1782220412.419",,"-1.59",,,
"1782220412.42","-0.67","-1.53",,,
"1782220412.431","-0.67","-1.53",,,
"1782220412.442","-0.79","-1.4",,,
"1782220412.445","-0.55","-1.4",,,
"1782220412.457","-0.55","-1.4",,,
"1782220412.46","-0.61","-1.59",,,
"1782220412.475","-0.61","-1.59",,,
"1782220412.486","-0.67","-1.53",,,
"1782220412.49","-0.67","-1.47",,,
"1782220412.499",,"-1.47",,,
"1782220412.5","-0.67",,,,
"1782220412.518","-0.61","-1.53",,,
"1782220412.538","-0.61","-1.47",,,
"1782220412.541",,"-1.47",,,
"1782220412.542","-0.61",,,,
"1782220412.545","-0.55","-1.53",,,
"1782220412.556","-0.55","-1.53",,,
"1782220412.559","-0.67","-1.65",,,
"1782220412.572","-0.67","-1.65",,,
"1782220412.588","-0.79","-1.59",,,
"1782220412.602","-0.61","-1.53",,,
"1782220412.612","-0.61","-1.53",,,
"1782220412.617","-0.85","-1.47",,,
"1782220412.626","-0.85","-1.47",,,
"1782220412.629",,"-1.4",,,
"1782220412.63","-0.61",,,,
"1782220412.64","-0.61","-1.4",,,
"1782220412.653",,"-1.47",,,
"1782220412.654","-0.55",,,,
"1782220412.658",,"-1.59",,,
"1782220412.659","-0.79",,,,
"1782220412.668","-0.79","-1.59",,,
"1782220412.674","-0.43","-1.47",,,
"1782220412.69","-0.61","-1.53",,,
"1782220412.696","-0.61","-1.53",,,
"1782220412.699","-0.73","-1.4",,,
"1782220412.71",,"-1.4",,,
"1782220412.711","-0.73",,,,
"1782220412.724","-0.79","-1.4",,,
"1782220412.727","-0.79","-1.59",,,
"1782220412.738","-0.79","-1.59",,,
"1782220412.741","-0.73","-1.47",,,
"1782220412.752","-0.73","-1.47",,,
"1782220412.821","-0.55","-1.59",,,
"1782220412.823","-0.55","-1.59",,,
"1782220412.827","-0.67","-1.47",,,
"1782220412.837","-0.67","-1.47",,,
"1782220412.842","-0.61","-1.4",,,
"1782220412.851","-0.61","-1.4",,,
"1782220412.865","-0.73","-1.4",,,
"1782220412.868","-0.61","-1.53",,,
"1782220412.879","-0.61","-1.53",,,
"1782220412.882","-0.73","-1.28",,,
"1782220412.893","-0.73","-1.28",,,
"1782220412.896",,"-1.47",,,
"1782220412.897","-0.73",,,,
"1782220412.907","-0.73","-1.47",,,
"1782220412.91",,"-1.34",,,
"1782220412.911","-0.55",,,,
"1782220412.922","-0.55","-1.34",,,
"1782220412.935","-0.55","-1.59",,,
"1782220412.942","-0.85","-1.71",,,
"1782220412.957","-0.61","-1.65",,,
"1782220412.968",,"-1.65",,,
"1782220412.969","-0.67","-1.53",,,
"1782220412.978","-0.67","-1.53",,,
"1782220412.989","-0.67","-1.34",,,
"1782220412.994","-0.67","-1.34",,,
"1782220413.005",,"-1.28",,,
"1782220413.006","-0.79",,,,
"1782220413.01","-0.61","-1.65",,,
"1782220413.02","-0.61","-1.65",,,
"1782220413.024","-0.73","-1.47",,,
"1782220413.034","-0.73","-1.47",,,
"1782220413.041","-0.73","-1.53",,,
"1782220413.048","-0.73","-1.53",,,
"1782220413.051","-0.79","-1.4",,,
"1782220413.062",,"-1.4",,,
"1782220413.063","-0.79",,,,
"1782220413.076","-0.49","-1.47",,,
"1782220413.084","-0.67","-1.47",,,
"1782220413.09","-0.67","-1.47",,,
"1782220413.097","-0.92","-1.53",,,
"1782220413.108","-0.67","-1.4",,,
"1782220413.122","-0.67","-1.4",,,
"1782220413.123","-0.67","-1.47",,,
"1782220413.134","-0.67","-1.47",,,
"1782220413.146",,"-1.53",,,
"1782220413.147","-0.73",,,,
"1782220413.15","-0.55","-1.53",,,
"1782220413.161","-0.55","-1.53",,,
"1782220413.166","-0.79","-1.22",,,
"1782220413.175","-0.79","-1.22",,,
"1782220413.178","-0.61","-1.4",,,
"1782220413.189","-0.61","-1.4",,,
"1782220413.192","-0.73","-1.53",,,
"1782220413.203",,"-1.53",,,
"1782220413.204","-0.73",,,,
"1782220413.217","-0.67","-1.53",,,
"1782220413.22",,"-1.47",,,
"1782220413.221","-0.73",,,,
"1782220413.232","-0.73","-1.47",,,
"1782220413.235",,"-1.71",,,
"1782220413.236","-0.73",,,,
"1782220413.246","-0.73","-1.71",,,
"1782220413.249","-0.73","-1.71",,,
"1782220413.26","-0.73","-1.71",,,
"1782220413.263",,"-1.53",,,
"1782220413.264","-0.55",,,,
"1782220413.274","-0.55","-1.53",,,
"1782220413.292","-0.67","-1.53",,,
"1782220413.302","-0.67","-1.53",,,
"1782220413.308","-0.67","-1.22",,,
"1782220413.316",,"-1.22",,,
"1782220413.317","-0.67",,,,
"1782220413.32","-0.73","-1.77",,,
"1782220413.331","-0.73","-1.77",,,
"1782220413.334","-0.61","-1.47",,,
"1782220413.351","-0.67","-1.47",,,
"1782220413.361","-0.67","-1.47",,,
"1782220413.373","-0.73","-1.59",,,
"1782220413.378",,"-1.4",,,
"1782220413.379","-0.67",,,,
"1782220413.387","-0.67","-1.4",,,
"1782220413.391","-0.67","-1.53",,,
"1782220413.407","-0.67","-1.4",,,
"1782220413.415",,"-1.4",,,
"1782220413.416","-0.67",,,,
"1782220413.419","-0.79","-1.59",,,
"1782220413.43",,"-1.59",,,
"1782220413.431","-0.79",,,,
"1782220413.443","-0.73","-1.47",,,
"1782220413.447","-0.61","-1.4",,,
"1782220413.457",,"-1.4",,,
"1782220413.458","-0.61",,,,
"1782220413.46",,"-1.47",,,
"1782220413.461","-0.55",,,,
"1782220413.472","-0.55","-1.47",,,
"1782220413.476","-0.67","-1.59",,,
"1782220413.491","-0.55","-1.47",,,
"1782220413.503","-0.55","-1.47",,,
"1782220413.514","-0.61","-1.34",,,
"1782220413.517","-0.49","-1.4",,,
"1782220413.533","-0.55","-1.47",,,
"1782220413.547","-0.61","-1.59",,,
"1782220413.557","-0.61","-1.59",,,
"1782220413.56","-0.55","-1.47",,,
"1782220413.571","-0.55","-1.47",,,
"1782220413.585","-0.85","-1.65",,,
"1782220413.591","-0.67","-1.53",,,
"1782220413.599","-0.67","-1.53",,,
"1782220413.605","-0.61","-1.59",,,
"1782220413.613","-0.61","-1.59",,,
"1782220413.616","-0.67","-1.59",,,
"1782220413.634",,"-1.59",,,
"1782220413.635","-0.49","-1.71",,,
"1782220413.641","-0.49","-1.71",,,
"1782220413.655","-0.61","-1.4",,,
"1782220413.661","-0.61","-1.47",,,
"1782220413.669","-0.61","-1.47",,,
"1782220413.673","-0.67","-1.53",,,
"1782220413.683","-0.67","-1.53",,,
"1782220413.691","-0.73","-1.47",,,
"1782220413.698","-0.73","-1.47",,,
"1782220413.705","-0.67","-1.53",,,
"1782220413.712","-0.67","-1.53",,,
"1782220413.725","-0.67","-1.53",,,
"1782220413.728","-0.73","-1.47",,,
"1782220413.74","-0.73","-1.47",,,
"1782220413.744","-0.67","-1.47",,,
"1782220413.754","-0.67","-1.47",,,
"1782220413.757","-0.67","-1.65",,,
"1782220413.769","-0.67","-1.65",,,
"1782220413.778","-0.61","-1.47",,,
"1782220413.783","-0.61","-1.47",,,
"1782220413.798","-0.79","-1.53",,,
"1782220413.801","-0.61","-1.34",,,
"1782220413.81","-0.61","-1.34",,,
"1782220413.815","-0.67","-1.4",,,
"1782220413.824","-0.67","-1.4",,,
"1782220413.829",,"-1.71",,,
"1782220413.83","-0.67",,,,
"1782220413.839","-0.67","-1.71",,,
"1782220413.843","-0.73","-1.71",,,
"1782220413.853","-0.73","-1.71",,,
"1782220413.867","-0.73","-1.4",,,
"1782220413.869",,"-1.71",,,
"1782220413.87","-0.67",,,,
"1782220413.884","-0.67","-1.77",,,
"1782220413.885","-0.73",,,,
"1782220413.899",,"-1.77",,,
"1782220413.9","-0.73","-1.4",,,
"1782220413.909",,"-1.4",,,
"1782220413.91","-0.73",,,,
"1782220413.915","-0.73","-1.47",,,
"1782220413.924","-0.73","-1.47",,,
"1782220413.937","-0.67","-1.65",,,
"1782220413.946","-0.67","-1.34",,,
"1782220413.951","-0.67","-1.34",,,
"1782220413.954","-0.73","-1.59",,,
"1782220413.968","-0.73","-1.59",,,
"1782220413.973","-0.79","-1.53",,,
"1782220413.98",,"-1.53",,,
"1782220413.981","-0.79",,,,
"1782220413.983","-0.61","-1.47",,,
"1782220413.996",,"-1.47",,,
"1782220413.997","-0.61",,,,
"1782220414.008","-0.79","-1.4",,,
"1782220414.011","-0.73","-1.47",,,
"1782220414.022","-0.73","-1.47",,,
"1782220414.026","-0.92","-1.65",,,
"1782220414.036",,"-1.65",,,
"1782220414.037","-0.92",,,,
"1782220414.039",,"-1.65",,,
"1782220414.04","-0.61",,,,
"1782220414.055",,"-1.65",,,
"1782220414.056","-0.55","-1.4",,,
"1782220414.065","-0.55","-1.4",,,
"1782220414.078","-0.49","-1.34",,,
"1782220414.084",,"-1.53",,,
"1782220414.085","-0.85",,,,
"1782220414.092",,"-1.53",,,
"1782220414.093","-0.85",,,,
"1782220414.096","-0.49","-1.34",,,
"1782220414.107","-0.49","-1.34",,,
"1782220414.112","-0.61","-1.28",,,
"1782220414.121","-0.61","-1.28",,,
"1782220414.127","-0.98","-1.77",,,
"1782220414.136","-0.98","-1.77",,,
"1782220414.139","-0.61","-1.34",,,
"1782220414.15","-0.61","-1.34",,,
"1782220414.163","-0.61","-1.53",,,
"1782220414.17","-0.49","-1.59",,,
"1782220414.186","-0.61","-1.22",,,
"1782220414.192","-0.61","-1.22",,,
"1782220414.195",,"-1.47",,,
"1782220414.196","-0.73",,,,
"1782220414.206",,"-1.47",,,
"1782220414.207","-0.73",,,,
"1782220414.21",,"-1.59",,,
"1782220414.211","-0.61",,,,
"1782220414.223",,"-1.59",,,
"1782220414.224","-0.61",,,,
"1782220414.234","-0.67","-1.53",,,
"1782220414.238","-0.67","-1.59",,,
"1782220414.248","-0.67","-1.59",,,
"1782220414.256","-0.61","-1.28",,,
"1782220414.262",,"-1.28",,,
"1782220414.263","-0.61",,,,
"1782220414.266","-0.92","-1.4",,,
"1782220414.277","-0.92","-1.4",,,
"1782220414.28","-0.67","-1.34",,,
"1782220414.291","-0.67","-1.34",,,
"1782220414.305","-0.67","-1.59",,,
"1782220414.313",,"-1.53",,,
"1782220414.314","-0.73",,,,
"1782220414.319","-0.73","-1.53",,,
"1782220414.322","-0.73","-1.59",,,
"1782220414.333","-0.73","-1.59",,,
"1782220414.338","-0.85","-1.47",,,
"1782220414.348","-0.85","-1.47",,,
"1782220414.351","-0.79","-1.59",,,
"1782220414.362","-0.79","-1.59",,,
"1782220414.376","-0.73","-1.53",,,
"1782220414.379","-0.55","-1.34",,,
"1782220414.39",,"-1.34",,,
"1782220414.391","-0.55",,,,
"1782220414.393","-0.67","-1.34",,,
"1782220414.404","-0.67","-1.34",,,
"1782220414.41","-0.67","-1.59",,,
"1782220414.426","-0.67","-1.59",,,
"1782220414.427","-0.67","-1.4",,,
"1782220414.432","-0.67","-1.4",,,
"1782220414.446","-0.67","-1.59",,,
"1782220414.449","-0.67","-1.53",,,
"1782220414.464","-0.92","-1.47",,,
"1782220414.474",,"-1.47",,,
"1782220414.475","-0.92",,,,
"1782220414.478","-0.67","-1.71",,,
"1782220414.489","-0.67","-1.71",,,
"1782220414.495","-0.67","-1.65",,,
"1782220414.504","-0.67","-1.65",,,
"1782220414.52",,"-1.65",,,
"1782220414.521","-0.49","-1.1",,,
"1782220414.53",,"-1.1",,,
"1782220414.531","-0.49",,,,
"1782220414.534","-0.85","-1.53",,,
"1782220414.55","-0.85","-1.53",,,
"1782220414.551","-0.55","-1.4",,,
"1782220414.564","-0.61","-1.28",,,
"1782220414.573",,"-1.28",,,
"1782220414.574","-0.61",,,,
"1782220414.598","-0.92","-1.59",,,
"1782220414.599","-0.61",,,,
"1782220414.601","-0.61","-1.59",,,
"1782220414.605","-0.67","-1.77",,,
"1782220414.623","-0.55","-1.47",,,
"1782220414.636","-0.73","-1.4",,,
"1782220414.645","-0.73","-1.4",,,
"1782220414.657",,"-1.71",,,
"1782220414.658","-0.55",,,,
"1782220414.661","-0.55","-1.4",,,
"1782220414.671",,"-1.4",,,
"1782220414.672","-0.55",,,,
"1782220414.675","-0.61","-1.47",,,
"1782220414.686","-0.61","-1.47",,,
"1782220414.689","-0.61","-1.53",,,
"1782220414.7","-0.61","-1.53",,,
"1782220414.704","-0.49","-1.34",,,
"1782220414.714",,"-1.34",,,
"1782220414.715","-0.49",,,,
"1782220414.728","-0.61","-1.47",,,
"1782220414.735","-0.67","-1.4",,,
"1782220414.742","-0.67","-1.4",,,
"1782220414.745","-0.79","-1.71",,,
"1782220414.756",,"-1.71",,,
"1782220414.757","-0.79",,,,
"1782220414.762","-0.73","-1.65",,,
"1782220414.771","-0.73","-1.65",,,
"1782220414.775","-0.79","-1.34",,,
"1782220414.785","-0.79","-1.34",,,
"1782220414.798",,"-1.65",,,
"1782220414.799","-0.55",,,,
"1782220414.803","-0.55","-1.65",,,
"1782220414.813","-0.55","-1.65",,,
"1782220414.816","-0.61","-1.47",,,
"1782220414.827","-0.61","-1.47",,,
"1782220414.838","-0.49","-1.53",,,
"1782220414.841","-0.49","-1.53",,,
"1782220414.844",,"-1.65",,,
"1782220414.845","-0.49",,,,
"1782220414.856","-0.49","-1.65",,,
"1782220414.873","-0.73","-1.59",,,
"1782220414.883","-0.73","-1.59",,,
"1782220414.891","-0.61","-1.59",,,
"1782220414.897",,"-1.59",,,
"1782220414.898","-0.61",,,,
"1782220414.903","-0.49","-1.47",,,
"1782220414.912","-0.49","-1.47",,,
"1782220414.915","-0.37","-1.59",,,
"1782220414.928","-0.37","-1.59",,,
"1782220414.94","-0.85","-1.53",,,
"1782220414.945","-0.67","-1.4",,,
"1782220414.954","-0.67","-1.4",,,
"1782220414.957","-0.55","-1.77",,,
"1782220414.969","-0.55","-1.77",,,
"1782220414.972","-0.61","-1.4",,,
"1782220414.983","-0.61","-1.4",,,
"1782220414.986","-0.79","-1.34",,,
"1782220414.999","-0.79","-1.34",,,
"1782220415.01","-0.61","-1.47",,,
"1782220415.015",,"-1.47",,,
"1782220415.016","-0.73",,,,
"1782220415.032",,"-1.47",,,
"1782220415.033","-0.73","-1.65",,,
"1782220415.039","-0.73","-1.65",,,
"1782220415.043","-0.67","-1.34",,,
"1782220415.053","-0.67","-1.34",,,
"1782220415.056","-0.73","-1.47",,,
"1782220415.067","-0.73","-1.47",,,
"1782220415.081","-0.85","-1.53",,,
"1782220415.088",,"-1.34",,,
"1782220415.089","-0.61",,,,
"1782220415.095","-0.61","-1.34",,,
"1782220415.098","-0.73","-1.53",,,
"1782220415.109","-0.73","-1.53",,,
"1782220415.113","-0.79","-1.59",,,
"1782220415.127","-0.55","-1.65",,,
"1782220415.138","-0.55","-1.65",,,
"1782220415.151",,"-1.53",,,
"1782220415.152","-0.92",,,,
"1782220415.157","-0.85","-1.53",,,
"1782220415.169","-0.79","-1.34",,,
"1782220415.185",,"-1.34",,,
"1782220415.186","-0.79",,,,
"1782220415.187","-0.85","-1.59",,,
"1782220415.194","-0.85","-1.59",,,
"1782220415.198","-0.49","-1.4",,,
"1782220415.208","-0.49","-1.4",,,
"1782220415.221",,"-1.59",,,
"1782220415.222","-0.61",,,,
"1782220415.225","-0.61","-1.65",,,
"1782220415.236","-0.61","-1.65",,,
"1782220415.239","-0.73","-1.16",,,
"1782220415.25","-0.73","-1.16",,,
"1782220415.255","-0.67","-1.59",,,
"1782220415.272","-0.61","-1.83",,,
"1782220415.28","-0.61","-1.83",,,
"1782220415.294",,"-1.53",,,
"1782220415.295","-0.79",,,,
"1782220415.296","-0.55","-1.22",,,
"1782220415.31","-0.55","-1.22",,,
"1782220415.311","-0.73","-1.65",,,
"1782220415.321",,"-1.65",,,
"1782220415.322","-0.73",,,,
"1782220415.324","-0.79","-1.47",,,
"1782220415.34","-0.73","-1.53",,,
"1782220415.349",,"-1.53",,,
"1782220415.35","-0.73",,,,
"1782220415.363","-0.67","-1.47",,,
"1782220415.367","-0.73","-1.53",,,
"1782220415.377","-0.73","-1.53",,,
"1782220415.382","-0.73","-1.65",,,
"1782220415.391",,"-1.65",,,
"1782220415.392","-0.73",,,,
"1782220415.395","-0.55","-1.71",,,
"1782220415.405",,"-1.71",,,
"1782220415.406","-0.55",,,,
"1782220415.409","-0.55","-1.47",,,
"1782220415.42","-0.55","-1.47",,,
"1782220415.433","-0.67","-1.71",,,
"1782220415.439","-0.73","-1.4",,,
"1782220415.447","-0.73","-1.4",,,
"1782220415.452","-0.67","-1.4",,,
"1782220415.462","-0.67","-1.4",,,
"1782220415.465","-0.79","-1.47",,,
"1782220415.476","-0.79","-1.47",,,
"1782220415.479","-0.61","-1.34",,,
"1782220415.506","-0.73","-1.53",,,
"1782220415.518","-0.61","-1.59",,,
"1782220415.541","-0.73","-1.47",,,
"1782220415.546","-0.73","-1.47",,,
"1782220415.554","-0.79","-1.47",,,
"1782220415.561","-0.79","-1.47",,,
"1782220415.574",,"-1.59",,,
"1782220415.575","-0.67",,,,
"1782220415.577","-0.73","-1.22",,,
"1782220415.588",,"-1.22",,,
"1782220415.589","-0.73",,,,
"1782220415.593","-0.73","-1.4",,,
"1782220415.603","-0.73","-1.4",,,
"1782220415.607","-0.79","-1.47",,,
"1782220415.617","-0.79","-1.47",,,
"1782220415.621","-0.79","-1.34",,,
"1782220415.632","-0.79","-1.34",,,
"1782220415.645","-0.67","-1.47",,,
"1782220415.652","-0.55","-1.59",,,
"1782220415.659",,"-1.59",,,
"1782220415.66","-0.55",,,,
"1782220415.663","-0.61","-1.4",,,
"1782220415.674","-0.61","-1.4",,,
"1782220415.677","-0.55","-1.47",,,
"1782220415.692",,"-1.47",,,
"1782220415.693","-0.61","-1.59",,,
"1782220415.703","-0.61","-1.59",,,
"1782220415.716","-0.61","-1.47",,,
"1782220415.719","-0.73","-1.34",,,
"1782220415.73",,"-1.34",,,
"1782220415.731","-0.73",,,,
"1782220415.734",,"-1.71",,,
"1782220415.735","-0.67",,,,
"1782220415.744","-0.67","-1.71",,,
"1782220415.747","-0.67","-1.4",,,
"1782220415.763","-0.61","-1.47",,,
"1782220415.775","-0.61","-1.47",,,
"1782220415.786","-0.61","-1.53",,,
"1782220415.79","-0.73","-1.34",,,
"1782220415.8","-0.73","-1.34",,,
"1782220415.808","-0.79","-1.4",,,
"1782220415.814",,"-1.4",,,
"1782220415.815","-0.79",,,,
"1782220415.818","-0.73","-1.47",,,
"1782220415.829","-0.73","-1.47",,,
"1782220415.832","-0.61","-1.59",,,
"1782220415.843","-0.61","-1.59",,,
"1782220415.856","-0.49","-1.53",,,
"1782220415.861",,"-1.47",,,
"1782220415.862","-0.67",,,,
"1782220415.874","-0.61","-1.53",,,
"1782220415.89","-0.61","-1.53",,,
"1782220415.894","-0.67","-1.59",,,
"1782220415.899","-0.67","-1.59",,,
"1782220415.902","-0.85","-1.59",,,
"1782220415.913","-0.85","-1.59",,,
"1782220415.926",,"-1.4",,,
"1782220415.927","-0.55",,,,
"1782220415.93","-0.73","-1.53",,,
"1782220415.941","-0.73","-1.53",,,
"1782220415.944","-0.61","-1.4",,,
"1782220415.955","-0.61","-1.4",,,
"1782220415.964","-0.61","-1.28",,,
"1782220415.969","-0.61","-1.28",,,
"1782220415.972",,"-1.4",,,
"1782220415.973","-0.61",,,,
"1782220415.986","-0.61","-1.4",,,
"1782220415.997","-0.61","-1.53",,,
"1782220416","-0.61","-1.28",,,
"1782220416.011","-0.61","-1.28",,,
"1782220416.018","-0.55","-1.65",,,
"1782220416.025","-0.55","-1.65",,,
"1782220416.031","-0.55","-1.53",,,
"1782220416.044",,"-1.53",,,
"1782220416.045","-0.67","-1.1",,,
"1782220416.054","-0.67","-1.1",,,
"1782220416.067","-0.73","-1.47",,,
"1782220416.07","-0.55","-1.71",,,
"1782220416.081",,"-1.71",,,
"1782220416.082","-0.55",,,,
"1782220416.087","-1.04","-1.34",,,
"1782220416.107","-0.79","-1.53",,,
"1782220416.11","-0.79","-1.53",,,
"1782220416.113","-0.37","-1.1",,,
